2026-03-07 00:01:49,449 INFO  [nio-9101-exec-2] [1772812908661] money : ====================
2026-03-07 00:01:53,178 INFO  [nio-9101-exec-6] [1772812913142] money : WebRequestContext(requestId=1772812913142, lang=zh-cn, timezone=GMT+08:00)
2026-03-07 00:01:53,178 INFO  [nio-9101-exec-6] [1772812913142] money : > 127.0.0.1
2026-03-07 00:01:53,178 INFO  [nio-9101-exec-6] [1772812913142] money : body: -
2026-03-07 00:01:53,181 INFO  [nio-9101-exec-7] [1772812913143] money : ====================
2026-03-07 00:01:53,181 INFO  [nio-9101-exec-7] [1772812913143] money : GET /money-pos/gms/goodsCategory/tree
2026-03-07 00:01:53,181 INFO  [nio-9101-exec-7] [1772812913143] money : WebRequestContext(requestId=1772812913143, lang=zh-cn, timezone=GMT+08:00)
2026-03-07 00:01:53,181 INFO  [nio-9101-exec-7] [1772812913143] money : > 127.0.0.1
2026-03-07 00:01:53,181 INFO  [nio-9101-exec-7] [1772812913143] money : body: -
2026-03-07 00:01:53,199 INFO  [nio-9101-exec-6] [1772812913142] money : spend time: 22ms
2026-03-07 00:01:53,223 INFO  [nio-9101-exec-7] [1772812913143] money : spend time: 42ms
2026-03-07 00:01:53,295 INFO  [nio-9101-exec-8] [1772812913246] money : ====================
2026-03-07 00:01:53,296 INFO  [nio-9101-exec-8] [1772812913246] money : GET /money-pos/gms/goodsCategory/select
2026-03-07 00:01:53,296 INFO  [nio-9101-exec-8] [1772812913246] money : WebRequestContext(requestId=1772812913246, lang=zh-cn, timezone=GMT+08:00)
2026-03-07 00:01:53,296 INFO  [nio-9101-exec-8] [1772812913246] money : > 127.0.0.1
2026-03-07 00:01:53,296 INFO  [nio-9101-exec-8] [1772812913246] money : body: -
2026-03-07 00:01:53,305 INFO  [nio-9101-exec-8] [1772812913246] money : spend time: 10ms
2026-03-07 00:01:53,356 INFO  [nio-9101-exec-9] [1772812913318] money : ====================
2026-03-07 00:01:53,356 INFO  [nio-9101-exec-9] [1772812913318] money : GET /money-pos/dict/detail?dict=goodsStatus
2026-03-07 00:01:53,356 INFO  [nio-9101-exec-9] [1772812913318] money : WebRequestContext(requestId=1772812913318, lang=zh-cn, timezone=GMT+08:00)
2026-03-07 00:01:53,356 INFO  [nio-9101-exec-9] [1772812913318] money : > 127.0.0.1
2026-03-07 00:01:53,357 INFO  [nio-9101-exec-9] [1772812913318] money : body: -
2026-03-07 00:01:53,369 INFO  [nio-9101-exec-9] [1772812913318] money : spend time: 13ms
2026-03-07 00:01:53,396 INFO  [io-9101-exec-10] [1772812913376] money : ====================
2026-03-07 00:01:53,396 INFO  [io-9101-exec-10] [1772812913376] money : GET /money-pos/dict/detail?dict=memberType
2026-03-07 00:01:53,396 INFO  [io-9101-exec-10] [1772812913376] money : WebRequestContext(requestId=1772812913376, lang=zh-cn, timezone=GMT+08:00)
2026-03-07 00:01:53,396 INFO  [io-9101-exec-10] [1772812913376] money : > 127.0.0.1
2026-03-07 00:01:53,396 INFO  [io-9101-exec-10] [1772812913376] money : body: -
2026-03-07 00:01:53,402 INFO  [io-9101-exec-10] [1772812913376] money : spend time: 6ms
2026-03-07 00:01:53,455 INFO  [nio-9101-exec-1] [1772812913410] money : ====================
2026-03-07 00:01:53,456 INFO  [nio-9101-exec-1] [1772812913410] money : GET /money-pos/gms/goods?page=1&size=10
2026-03-07 00:01:53,456 INFO  [nio-9101-exec-1] [1772812913410] money : WebRequestContext(requestId=1772812913410, lang=zh-cn, timezone=GMT+08:00)
2026-03-07 00:01:53,457 INFO  [nio-9101-exec-1] [1772812913410] money : > 127.0.0.1
2026-03-07 00:01:53,457 INFO  [nio-9101-exec-1] [1772812913410] money : body: -
2026-03-07 00:01:53,601 INFO  [nio-9101-exec-1] [1772812913410] money : spend time: 146ms
2026-03-07 00:01:58,337 INFO  [nio-9101-exec-2] [1772812918306] money : ====================
2026-03-07 00:01:58,337 INFO  [nio-9101-exec-2] [1772812918306] money : GET /money-pos/gms/brand/config?brandId=2029044459821604864
2026-03-07 00:01:58,337 INFO  [nio-9101-exec-2] [1772812918306] money : WebRequestContext(requestId=1772812918306, lang=zh-cn, timezone=GMT+08:00)
2026-03-07 00:01:58,337 INFO  [nio-9101-exec-2] [1772812918306] money : > 127.0.0.1
2026-03-07 00:01:58,337 INFO  [nio-9101-exec-2] [1772812918306] money : body: -
2026-03-07 00:01:58,344 INFO  [nio-9101-exec-2] [1772812918306] money : spend time: 8ms
2026-03-07 00:02:02,276 INFO  [nio-9101-exec-3] [1772812922248] money : ====================
2026-03-07 00:02:02,277 INFO  [nio-9101-exec-3] [1772812922248] money : GET /money-pos/gms/brand/config?brandId=2029044546069078016
2026-03-07 00:02:02,277 INFO  [nio-9101-exec-3] [1772812922248] money : WebRequestContext(requestId=1772812922248, lang=zh-cn, timezone=GMT+08:00)
2026-03-07 00:02:02,277 INFO  [nio-9101-exec-3] [1772812922248] money : > 127.0.0.1
2026-03-07 00:02:02,277 INFO  [nio-9101-exec-3] [1772812922248] money : body: -
2026-03-07 00:02:02,280 INFO  [nio-9101-exec-3] [1772812922248] money : spend time: 4ms
2026-03-07 00:02:08,224 INFO  [nio-9101-exec-5] [1772812928189] money : ====================
2026-03-07 00:02:08,224 INFO  [nio-9101-exec-5] [1772812928189] money : GET /money-pos/gms/brand/config?brandId=2029044567510360064
2026-03-07 00:02:08,224 INFO  [nio-9101-exec-5] [1772812928189] money : WebRequestContext(requestId=1772812928189, lang=zh-cn, timezone=GMT+08:00)
2026-03-07 00:02:08,224 INFO  [nio-9101-exec-5] [1772812928189] money : > 127.0.0.1
2026-03-07 00:02:08,224 INFO  [nio-9101-exec-5] [1772812928189] money : body: -
2026-03-07 00:02:08,226 INFO  [nio-9101-exec-5] [1772812928189] money : spend time: 2ms
2026-03-07 00:03:15,165 INFO  [nio-9101-exec-8] [1772812995135] money : ====================
2026-03-07 00:03:15,165 INFO  [nio-9101-exec-8] [1772812995135] money : GET /money-pos/gms/brand/config?brandId=2029044546069078016
2026-03-07 00:03:15,165 INFO  [nio-9101-exec-8] [1772812995135] money : WebRequestContext(requestId=1772812995135, lang=zh-cn, timezone=GMT+08:00)
2026-03-07 00:03:15,165 INFO  [nio-9101-exec-8] [1772812995135] money : > 127.0.0.1
2026-03-07 00:03:15,165 INFO  [nio-9101-exec-8] [1772812995135] money : body: -
2026-03-07 00:03:15,168 INFO  [nio-9101-exec-8] [1772812995135] money : spend time: 2ms
2026-03-07 00:03:16,396 INFO  [nio-9101-exec-9] [1772812996368] money : ====================
2026-03-07 00:03:16,398 INFO  [nio-9101-exec-9] [1772812996368] money : GET /money-pos/gms/brand/config?brandId=2029044459821604864
2026-03-07 00:03:16,398 INFO  [nio-9101-exec-9] [1772812996368] money : WebRequestContext(requestId=1772812996368, lang=zh-cn, timezone=GMT+08:00)
2026-03-07 00:03:16,398 INFO  [nio-9101-exec-9] [1772812996368] money : > 127.0.0.1
2026-03-07 00:03:16,398 INFO  [nio-9101-exec-9] [1772812996368] money : body: -
2026-03-07 00:03:16,400 INFO  [nio-9101-exec-9] [1772812996368] money : spend time: 4ms
2026-03-07 00:04:00,426 INFO  [io-9101-exec-10] [1772813040400] money : ====================
2026-03-07 00:04:00,426 INFO  [io-9101-exec-10] [1772813040400] money : GET /money-pos/gms/brand/config?brandId=2029044546069078016
2026-03-07 00:04:00,426 INFO  [io-9101-exec-10] [1772813040400] money : WebRequestContext(requestId=1772813040400, lang=zh-cn, timezone=GMT+08:00)
2026-03-07 00:04:00,426 INFO  [io-9101-exec-10] [1772813040400] money : > 127.0.0.1
2026-03-07 00:04:00,426 INFO  [io-9101-exec-10] [1772813040400] money : body: -
2026-03-07 00:04:00,428 INFO  [io-9101-exec-10] [1772813040400] money : spend time: 2ms
2026-03-07 00:04:26,490 INFO  [nio-9101-exec-1] [1772813066462] money : ====================
2026-03-07 00:04:26,491 INFO  [nio-9101-exec-1] [1772813066462] money : GET /money-pos/gms/brand/config?brandId=2029044459821604864
2026-03-07 00:04:26,491 INFO  [nio-9101-exec-1] [1772813066462] money : WebRequestContext(requestId=1772813066462, lang=zh-cn, timezone=GMT+08:00)
2026-03-07 00:04:26,491 INFO  [nio-9101-exec-1] [1772813066462] money : > 127.0.0.1
2026-03-07 00:04:26,491 INFO  [nio-9101-exec-1] [1772813066462] money : body: -
2026-03-07 00:04:26,493 INFO  [nio-9101-exec-1] [1772813066462] money : spend time: 3ms
2026-03-07 00:04:29,484 INFO  [nio-9101-exec-2] [1772813069459] money : ====================
2026-03-07 00:04:29,484 INFO  [nio-9101-exec-2] [1772813069459] money : GET /money-pos/gms/brand/config?brandId=2029044567510360064
2026-03-07 00:04:29,484 INFO  [nio-9101-exec-2] [1772813069459] money : WebRequestContext(requestId=1772813069459, lang=zh-cn, timezone=GMT+08:00)
2026-03-07 00:04:29,485 INFO  [nio-9101-exec-2] [1772813069459] money : > 127.0.0.1
2026-03-07 00:04:29,485 INFO  [nio-9101-exec-2] [1772813069459] money : body: -
2026-03-07 00:04:29,488 INFO  [nio-9101-exec-2] [1772813069459] money : spend time: 4ms
2026-03-07 00:05:17,446 INFO  [nio-9101-exec-3] [1772813117415] money : ====================
2026-03-07 00:05:17,446 INFO  [nio-9101-exec-3] [1772813117415] money : GET /money-pos/gms/brand/config?brandId=2029044459821604864
2026-03-07 00:05:17,446 INFO  [nio-9101-exec-3] [1772813117415] money : WebRequestContext(requestId=1772813117415, lang=zh-cn, timezone=GMT+08:00)
2026-03-07 00:05:17,446 INFO  [nio-9101-exec-3] [1772813117415] money : > 127.0.0.1
2026-03-07 00:05:17,446 INFO  [nio-9101-exec-3] [1772813117415] money : body: -
2026-03-07 00:05:17,449 INFO  [nio-9101-exec-3] [1772813117415] money : spend time: 3ms
2026-03-07 00:06:13,201 INFO  [nio-9101-exec-6] [1772813173153] money : ====================
2026-03-07 00:06:13,202 INFO  [nio-9101-exec-6] [1772813173153] money : GET /money-pos/gms/brand/select
2026-03-07 00:06:13,202 INFO  [nio-9101-exec-6] [1772813173153] money : WebRequestContext(requestId=1772813173153, lang=zh-cn, timezone=GMT+08:00)
2026-03-07 00:06:13,202 INFO  [nio-9101-exec-6] [1772813173153] money : > 127.0.0.1
2026-03-07 00:06:13,202 INFO  [nio-9101-exec-6] [1772813173153] money : body: -
2026-03-07 00:06:13,202 INFO  [nio-9101-exec-7] [1772813173153] money : ====================
2026-03-07 00:06:13,202 INFO  [nio-9101-exec-7] [1772813173153] money : GET /money-pos/gms/goodsCategory/tree
2026-03-07 00:06:13,202 INFO  [nio-9101-exec-7] [1772813173153] money : WebRequestContext(requestId=1772813173153, lang=zh-cn, timezone=GMT+08:00)
2026-03-07 00:06:13,203 INFO  [nio-9101-exec-7] [1772813173153] money : > 127.0.0.1
2026-03-07 00:06:13,203 INFO  [nio-9101-exec-7] [1772813173153] money : body: -
2026-03-07 00:06:13,205 INFO  [nio-9101-exec-6] [1772813173153] money : spend time: 4ms
2026-03-07 00:06:13,214 INFO  [nio-9101-exec-7] [1772813173153] money : spend time: 12ms
2026-03-07 00:06:13,271 INFO  [nio-9101-exec-9] [1772813173223] money : ====================
2026-03-07 00:06:13,271 INFO  [nio-9101-exec-9] [1772813173223] money : GET /money-pos/gms/goodsCategory/select
2026-03-07 00:06:13,271 INFO  [nio-9101-exec-9] [1772813173223] money : WebRequestContext(requestId=1772813173223, lang=zh-cn, timezone=GMT+08:00)
2026-03-07 00:06:13,271 INFO  [nio-9101-exec-9] [1772813173223] money : > 127.0.0.1
2026-03-07 00:06:13,271 INFO  [nio-9101-exec-9] [1772813173223] money : body: -
2026-03-07 00:06:13,283 INFO  [nio-9101-exec-9] [1772813173223] money : spend time: 12ms
2026-03-07 00:06:13,331 INFO  [io-9101-exec-10] [1772813173302] money : ====================
2026-03-07 00:06:13,331 INFO  [io-9101-exec-10] [1772813173302] money : GET /money-pos/dict/detail?dict=goodsStatus
2026-03-07 00:06:13,331 INFO  [io-9101-exec-10] [1772813173302] money : WebRequestContext(requestId=1772813173302, lang=zh-cn, timezone=GMT+08:00)
2026-03-07 00:06:13,331 INFO  [io-9101-exec-10] [1772813173302] money : > 127.0.0.1
2026-03-07 00:06:13,332 INFO  [io-9101-exec-10] [1772813173302] money : body: -
2026-03-07 00:06:13,339 INFO  [io-9101-exec-10] [1772813173302] money : spend time: 8ms
2026-03-07 00:06:13,373 INFO  [nio-9101-exec-1] [1772813173345] money : ====================
2026-03-07 00:06:13,374 INFO  [nio-9101-exec-1] [1772813173345] money : GET /money-pos/dict/detail?dict=memberType
2026-03-07 00:06:13,374 INFO  [nio-9101-exec-1] [1772813173345] money : WebRequestContext(requestId=1772813173345, lang=zh-cn, timezone=GMT+08:00)
2026-03-07 00:06:13,374 INFO  [nio-9101-exec-1] [1772813173345] money : > 127.0.0.1
2026-03-07 00:06:13,374 INFO  [nio-9101-exec-1] [1772813173345] money : body: -
2026-03-07 00:06:13,381 INFO  [nio-9101-exec-1] [1772813173345] money : spend time: 8ms
2026-03-07 00:06:13,415 INFO  [nio-9101-exec-3] [1772813173390] money : ====================
2026-03-07 00:06:13,415 INFO  [nio-9101-exec-3] [1772813173390] money : GET /money-pos/gms/goods?page=1&size=10
2026-03-07 00:06:13,415 INFO  [nio-9101-exec-3] [1772813173390] money : WebRequestContext(requestId=1772813173390, lang=zh-cn, timezone=GMT+08:00)
2026-03-07 00:06:13,415 INFO  [nio-9101-exec-3] [1772813173390] money : > 127.0.0.1
2026-03-07 00:06:13,415 INFO  [nio-9101-exec-3] [1772813173390] money : body: -
2026-03-07 00:06:13,450 INFO  [nio-9101-exec-3] [1772813173390] money : spend time: 35ms
2026-03-07 00:06:22,646 INFO  [nio-9101-exec-4] [1772813182621] money : ====================
2026-03-07 00:06:22,647 INFO  [nio-9101-exec-4] [1772813182621] money : GET /money-pos/auth/router
2026-03-07 00:06:22,647 INFO  [nio-9101-exec-4] [1772813182621] money : WebRequestContext(requestId=1772813182621, lang=zh-cn, timezone=GMT+08:00)
2026-03-07 00:06:22,647 INFO  [nio-9101-exec-4] [1772813182621] money : > 127.0.0.1
2026-03-07 00:06:22,647 INFO  [nio-9101-exec-4] [1772813182621] money : body: -
2026-03-07 00:06:22,668 INFO  [nio-9101-exec-4] [1772813182621] money : spend time: 22ms
2026-03-07 00:06:22,750 INFO  [nio-9101-exec-6] [1772813182712] money : ====================
2026-03-07 00:06:22,750 INFO  [nio-9101-exec-6] [1772813182712] money : GET /money-pos/auth/own
2026-03-07 00:06:22,750 INFO  [nio-9101-exec-6] [1772813182712] money : WebRequestContext(requestId=1772813182712, lang=zh-cn, timezone=GMT+08:00)
2026-03-07 00:06:22,750 INFO  [nio-9101-exec-6] [1772813182712] money : > 127.0.0.1
2026-03-07 00:06:22,751 INFO  [nio-9101-exec-6] [1772813182712] money : body: -
2026-03-07 00:06:22,765 INFO  [nio-9101-exec-6] [1772813182712] money : spend time: 15ms
2026-03-07 00:06:23,141 INFO  [nio-9101-exec-7] [1772813183113] money : ====================
2026-03-07 00:06:23,141 INFO  [nio-9101-exec-8] [1772813183113] money : ====================
2026-03-07 00:06:23,141 INFO  [nio-9101-exec-7] [1772813183113] money : GET /money-pos/gms/brand/select
2026-03-07 00:06:23,141 INFO  [nio-9101-exec-8] [1772813183113] money : GET /money-pos/gms/goodsCategory/tree
2026-03-07 00:06:23,141 INFO  [nio-9101-exec-7] [1772813183113] money : WebRequestContext(requestId=1772813183113, lang=zh-cn, timezone=GMT+08:00)
2026-03-07 00:06:23,141 INFO  [nio-9101-exec-8] [1772813183113] money : WebRequestContext(requestId=1772813183113, lang=zh-cn, timezone=GMT+08:00)
2026-03-07 00:06:23,141 INFO  [nio-9101-exec-7] [1772813183113] money : > 127.0.0.1
2026-03-07 00:06:23,141 INFO  [nio-9101-exec-8] [1772813183113] money : > 127.0.0.1
2026-03-07 00:06:23,141 INFO  [nio-9101-exec-8] [1772813183113] money : body: -
2026-03-07 00:06:23,141 INFO  [nio-9101-exec-7] [1772813183113] money : body: -
2026-03-07 00:06:23,147 INFO  [nio-9101-exec-7] [1772813183113] money : spend time: 6ms
2026-03-07 00:06:23,152 INFO  [nio-9101-exec-8] [1772813183113] money : spend time: 10ms
2026-03-07 00:06:23,181 INFO  [nio-9101-exec-9] [1772813183155] money : ====================
2026-03-07 00:06:23,182 INFO  [nio-9101-exec-9] [1772813183155] money : GET /money-pos/gms/goodsCategory/select
2026-03-07 00:06:23,182 INFO  [nio-9101-exec-9] [1772813183155] money : WebRequestContext(requestId=1772813183155, lang=zh-cn, timezone=GMT+08:00)
2026-03-07 00:06:23,182 INFO  [nio-9101-exec-9] [1772813183155] money : > 127.0.0.1
2026-03-07 00:06:23,182 INFO  [nio-9101-exec-9] [1772813183155] money : body: -
2026-03-07 00:06:23,186 INFO  [nio-9101-exec-9] [1772813183155] money : spend time: 5ms
2026-03-07 00:06:23,217 INFO  [io-9101-exec-10] [1772813183193] money : ====================
2026-03-07 00:06:23,217 INFO  [io-9101-exec-10] [1772813183193] money : GET /money-pos/dict/detail?dict=goodsStatus
2026-03-07 00:06:23,217 INFO  [io-9101-exec-10] [1772813183193] money : WebRequestContext(requestId=1772813183193, lang=zh-cn, timezone=GMT+08:00)
2026-03-07 00:06:23,217 INFO  [io-9101-exec-10] [1772813183193] money : > 127.0.0.1
2026-03-07 00:06:23,217 INFO  [io-9101-exec-10] [1772813183193] money : body: -
2026-03-07 00:06:23,223 INFO  [io-9101-exec-10] [1772813183193] money : spend time: 6ms
2026-03-07 00:06:23,252 INFO  [nio-9101-exec-1] [1772813183234] money : ====================
2026-03-07 00:06:23,253 INFO  [nio-9101-exec-1] [1772813183234] money : GET /money-pos/dict/detail?dict=memberType
2026-03-07 00:06:23,253 INFO  [nio-9101-exec-1] [1772813183234] money : WebRequestContext(requestId=1772813183234, lang=zh-cn, timezone=GMT+08:00)
2026-03-07 00:06:23,253 INFO  [nio-9101-exec-1] [1772813183234] money : > 127.0.0.1
2026-03-07 00:06:23,253 INFO  [nio-9101-exec-1] [1772813183234] money : body: -
2026-03-07 00:06:23,256 INFO  [nio-9101-exec-1] [1772813183234] money : spend time: 4ms
2026-03-07 00:06:23,281 INFO  [nio-9101-exec-2] [1772813183264] money : ====================
2026-03-07 00:06:23,281 INFO  [nio-9101-exec-2] [1772813183264] money : GET /money-pos/gms/goods?page=1&size=10
2026-03-07 00:06:23,281 INFO  [nio-9101-exec-2] [1772813183264] money : WebRequestContext(requestId=1772813183264, lang=zh-cn, timezone=GMT+08:00)
2026-03-07 00:06:23,281 INFO  [nio-9101-exec-2] [1772813183264] money : > 127.0.0.1
2026-03-07 00:06:23,281 INFO  [nio-9101-exec-2] [1772813183264] money : body: -
2026-03-07 00:06:23,294 INFO  [nio-9101-exec-2] [1772813183264] money : spend time: 13ms
2026-03-07 00:06:29,241 INFO  [nio-9101-exec-3] [1772813189217] money : ====================
2026-03-07 00:06:29,241 INFO  [nio-9101-exec-3] [1772813189217] money : GET /money-pos/gms/brand/config?brandId=2029044459821604864
2026-03-07 00:06:29,241 INFO  [nio-9101-exec-3] [1772813189217] money : WebRequestContext(requestId=1772813189217, lang=zh-cn, timezone=GMT+08:00)
2026-03-07 00:06:29,241 INFO  [nio-9101-exec-3] [1772813189217] money : > 127.0.0.1
2026-03-07 00:06:29,241 INFO  [nio-9101-exec-3] [1772813189217] money : body: -
2026-03-07 00:06:29,244 INFO  [nio-9101-exec-3] [1772813189217] money : spend time: 3ms
2026-03-07 00:06:31,589 INFO  [nio-9101-exec-4] [1772813191564] money : ====================
2026-03-07 00:06:31,589 INFO  [nio-9101-exec-4] [1772813191564] money : GET /money-pos/gms/brand/config?brandId=2029044546069078016
2026-03-07 00:06:31,589 INFO  [nio-9101-exec-4] [1772813191564] money : WebRequestContext(requestId=1772813191564, lang=zh-cn, timezone=GMT+08:00)
2026-03-07 00:06:31,589 INFO  [nio-9101-exec-4] [1772813191564] money : > 127.0.0.1
2026-03-07 00:06:31,589 INFO  [nio-9101-exec-4] [1772813191564] money : body: -
2026-03-07 00:06:31,591 INFO  [nio-9101-exec-4] [1772813191564] money : spend time: 2ms
2026-03-07 00:09:21,949 INFO  [nio-9101-exec-7] [1772813361927] money : ====================
2026-03-07 00:09:21,949 INFO  [nio-9101-exec-7] [1772813361927] money : GET /money-pos/auth/own
2026-03-07 00:09:21,949 INFO  [nio-9101-exec-7] [1772813361927] money : WebRequestContext(requestId=1772813361927, lang=zh-cn, timezone=GMT+08:00)
2026-03-07 00:09:21,949 INFO  [nio-9101-exec-7] [1772813361927] money : > 127.0.0.1
2026-03-07 00:09:21,949 INFO  [nio-9101-exec-7] [1772813361927] money : body: -
2026-03-07 00:09:21,965 INFO  [nio-9101-exec-7] [1772813361927] money : spend time: 16ms
2026-03-07 00:09:22,086 INFO  [nio-9101-exec-8] [1772813362044] money : ====================
2026-03-07 00:09:22,086 INFO  [nio-9101-exec-8] [1772813362044] money : GET /money-pos/gms/brand?page=1&size=10
2026-03-07 00:09:22,086 INFO  [nio-9101-exec-8] [1772813362044] money : WebRequestContext(requestId=1772813362044, lang=zh-cn, timezone=GMT+08:00)
2026-03-07 00:09:22,086 INFO  [nio-9101-exec-8] [1772813362044] money : > 127.0.0.1
2026-03-07 00:09:22,087 INFO  [nio-9101-exec-8] [1772813362044] money : body: -
2026-03-07 00:09:22,097 INFO  [nio-9101-exec-8] [1772813362044] money : spend time: 11ms
2026-03-07 00:10:13,682 INFO  [nio-9101-exec-9] [1772813413655] money : ====================
2026-03-07 00:10:13,683 INFO  [nio-9101-exec-9] [1772813413655] money : GET /money-pos/auth/own
2026-03-07 00:10:13,683 INFO  [nio-9101-exec-9] [1772813413655] money : WebRequestContext(requestId=1772813413655, lang=zh-cn, timezone=GMT+08:00)
2026-03-07 00:10:13,683 INFO  [nio-9101-exec-9] [1772813413655] money : > 127.0.0.1
2026-03-07 00:10:13,683 INFO  [nio-9101-exec-9] [1772813413655] money : body: -
2026-03-07 00:10:13,696 INFO  [nio-9101-exec-9] [1772813413655] money : spend time: 14ms
2026-03-07 00:10:13,830 INFO  [io-9101-exec-10] [1772813413795] money : ====================
2026-03-07 00:10:13,831 INFO  [io-9101-exec-10] [1772813413795] money : GET /money-pos/gms/brand/select
2026-03-07 00:10:13,831 INFO  [io-9101-exec-10] [1772813413795] money : WebRequestContext(requestId=1772813413795, lang=zh-cn, timezone=GMT+08:00)
2026-03-07 00:10:13,831 INFO  [io-9101-exec-10] [1772813413795] money : > 127.0.0.1
2026-03-07 00:10:13,831 INFO  [io-9101-exec-10] [1772813413795] money : body: -
2026-03-07 00:10:13,834 INFO  [nio-9101-exec-1] [1772813413795] money : ====================
2026-03-07 00:10:13,834 INFO  [nio-9101-exec-1] [1772813413795] money : GET /money-pos/gms/goodsCategory/tree
2026-03-07 00:10:13,834 INFO  [nio-9101-exec-1] [1772813413795] money : WebRequestContext(requestId=1772813413795, lang=zh-cn, timezone=GMT+08:00)
2026-03-07 00:10:13,835 INFO  [nio-9101-exec-1] [1772813413795] money : > 127.0.0.1
2026-03-07 00:10:13,835 INFO  [nio-9101-exec-1] [1772813413795] money : body: -
2026-03-07 00:10:13,835 INFO  [io-9101-exec-10] [1772813413795] money : spend time: 5ms
2026-03-07 00:10:13,848 INFO  [nio-9101-exec-1] [1772813413795] money : spend time: 14ms
2026-03-07 00:10:13,876 INFO  [nio-9101-exec-1] [1772813413848] money : ====================
2026-03-07 00:10:13,876 INFO  [nio-9101-exec-1] [1772813413848] money : GET /money-pos/gms/goodsCategory/select
2026-03-07 00:10:13,876 INFO  [nio-9101-exec-1] [1772813413848] money : WebRequestContext(requestId=1772813413848, lang=zh-cn, timezone=GMT+08:00)
2026-03-07 00:10:13,876 INFO  [nio-9101-exec-1] [1772813413848] money : > 127.0.0.1
2026-03-07 00:10:13,877 INFO  [nio-9101-exec-1] [1772813413848] money : body: -
2026-03-07 00:10:13,882 INFO  [nio-9101-exec-1] [1772813413848] money : spend time: 5ms
2026-03-07 00:10:13,930 INFO  [nio-9101-exec-3] [1772813413892] money : ====================
2026-03-07 00:10:13,930 INFO  [nio-9101-exec-3] [1772813413892] money : GET /money-pos/dict/detail?dict=goodsStatus
2026-03-07 00:10:13,930 INFO  [nio-9101-exec-3] [1772813413892] money : WebRequestContext(requestId=1772813413892, lang=zh-cn, timezone=GMT+08:00)
2026-03-07 00:10:13,930 INFO  [nio-9101-exec-3] [1772813413892] money : > 127.0.0.1
2026-03-07 00:10:13,930 INFO  [nio-9101-exec-3] [1772813413892] money : body: -
2026-03-07 00:10:13,941 INFO  [nio-9101-exec-3] [1772813413892] money : spend time: 11ms
2026-03-07 00:10:13,996 INFO  [nio-9101-exec-4] [1772813413958] money : ====================
2026-03-07 00:10:13,996 INFO  [nio-9101-exec-4] [1772813413958] money : GET /money-pos/dict/detail?dict=memberType
2026-03-07 00:10:13,997 INFO  [nio-9101-exec-4] [1772813413958] money : WebRequestContext(requestId=1772813413958, lang=zh-cn, timezone=GMT+08:00)
